"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector mode]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file content]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument manufacturer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument serial number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of scans]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Time range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Data Transformation software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data Transformation software version]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Data Transformation Name"	"Metabolite Assignment File"
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3711"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3539"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3254"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3674"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"2937"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3709"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3532"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3236"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3668"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"2925"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3708"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3539"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3207"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3667"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"2927"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3709"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3544"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3200"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
""	"Extraction"	""	""	""	"Chromatography"	""	""	""	""	""	""	""	""	""	"Mass spectrometry"	""	""	"m/z"	"MS"	"http://purl.obolibrary.org/obo/MS_1000040"	"Q Exactive"	"MS"	"http://purl.obolibrary.org/obo/MS_1001911"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"electrospray inlet"	"MS"	"http://purl.obolibrary.org/obo/MS_1000057"	"inductive detector"	"MS"	"http://purl.obolibrary.org/obo/MS_1000624"	""	""	""	"Thermo nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000768"	"MSn spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000580"	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	"Thermo RAW format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000563"	"Thermo Fisher Scientific instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000483"	"QXA02"	""	""	"Xcalibur"	"MS"	"http://purl.obolibrary.org/obo/MS_1000532"	"3660"	""	""	""	""	""	""	""	""	"Data transformation"	""	""	"Metabolite identification"	"ProteoWizard software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000615"	"3.0.10875"	""	""	"MS:Conversion to mzML"	"MS:peak picking"	""
